Sentence,Sentiment,sentiment_score,clean_sentence,wordlen
"We had a great meal here!
I started with the cheap salad as I was craving salad.  HIt the spot.
Hubby started with smashed irishman drink and loved.  He moved onto a draft beer.
I moved onto Fish and Chips-they were light and just the right size.
Hubby had beef stroganoff-he said it was tasty.
We ended with the fabulous salted caramel-my fav thing of the night.
I think the bill was $62 before tip-pretty reasonable to me.",4,7.5,great meal here start cheap salad crave salad hit spot hubbi start smash irishman drink loved move onto draft beer move onto fish chipsthey light right size hubbi beef stroganoffh said tasty end fabul salt caramelmi fav thing night think bill  tippretti reason me,44
"Meh.  Seems to be a little expensive for what you get.

Nothing ""wowed"" me at all.

Many places similar to this one give you better food, and more of it for your money.

By the way - I tried this place TWICE and had same experience both times.",2,2.5,meh seem littl expens get noth wowed all mani place similar one give better food money way tri place twice experi time,22
"I understand I'm not dude and so I'm not there to state at your ""twin peaks"" however, that being said I am there to buy a beer and when it takes the bartender 20 minutes just to get a beer I'm over it. So I was never gonna come back but was forced with a group of friends who wanted to eat and was just as upset as the first time. Fries were soggy and our server disappeared. We all decided were not going back. Just because your a good looking server doesn't give you an excuse for sucking.",1,0.0,understand im dude im state twin peak however said buy beer take bartend  minut get beer im it never gonna come back forc group friend want eat upset first time fri soggi server disappeared decid go back good look server doesnt give excus sucking,44
This Baja Fresh really didn't impress me.  It's pricey considering that all you're getting is meat in a tortilla.  It doesn't have that Mexican feel to it and is unoriginal.  There were bugs on the wall.  The food is good however.  Nothing special though.  Since it's a corporate chain you can't expect sizzling flavor but I was left unsatisfied.  There are better Mexican food places to go to.,2,2.5,baja fresh realli didnt impress me it pricey consid your get meat tortilla doesnt mexican feel unoriginal bug wall food good however noth special though sinc it corpor chain cant expect sizzl flavor left unsatisfied better mexican food place go to,41
"They play two kinds of music here: country and western.  The place is about the size of my one bedroom apartment.  It's a dive for sure.  It's cheap though.  But cash only.  The food is actually not too bad for bar food.  Overall this place doesn't impress much, but considering you don't have a lot of choices for Laveen, you can't really compalin either.",2,2.5,play two kind music here countri western place size one bedroom apartment it dive sure it cheap though cash only food actual bad bar food overal place doesnt impress much consid dont lot choic laveen cant realli compalin either,39
"Pretty good place.  Separate bar area upstairs with lots of TV's for sports.  Nice size portions.  A little pricey, but big portions.",4,7.5,pretti good place separ bar area upstair lot tv sport nice size portion littl pricey big portion,17
"Coming from a place where there is mexican food on every couple streets, I have truly missed an authentic mexican restaurant or joint. This place is legit! Good tacos, good burritos, real good non-taco bell mexican! 
If you want some real Mexican food, try this place out!",4,7.5,come place mexican food everi coupl street truli miss authent mexican restaur joint place legit good taco good burrito real good nontaco bell mexican want real mexican food tri place out,31
"I am a fan of taco stands in general, but....
This location consistently ruins my beloved bacon, potato, egg and cheese breakfast burrito.  Every now and then they get it just right, but most of the time there's something missing from it.  The bacon is frequently burned to a crisp, and the eggs...OH the poor eggs.  They are browned beyond all recognition and sometimes just a thin layer of bubbly burned stuff.",2,2.5,fan taco stand general but locat consist ruin belov bacon potato egg chees breakfast burrito everi get right time there someth miss it bacon frequent burn crisp eggsoh poor egg brown beyond recognit sometim thin layer bubbl burn stuff,39
"Awesome Saturday breakfast buffet (until 11am). I wanted a resort style brunch setting to treat my folks too while they were in town. The service here is impeccable as are the grounds, which deserve a good walking through after you gorge yourself on heaps of fresh fruit, pastries, bacon and eggs. Located in central Scottsdale.",4,7.5,awesom saturday breakfast buffet until am want resort style brunch set treat folk town servic impecc ground deserv good walk gorg heap fresh fruit pastry bacon egg locat central scottsdale,30
"I haven't been here in a while.  I like how they have remodeled this Fry's, even though it is not even 5 years old, they revamped it a little.  Today they had awesome deals for certain participating items.  I am glad I read the flyer I got in the mail.  I am glad I have their VIP card, I got a lot of stuff for only $45.",4,7.5,havent while like remodel fry even though even  year old revamp little today awesom deal certain particip item glad read flyer got mail glad vip card got lot stuff ,29
